Scope1,Absolute Time
0.577319,3568277523.861678
0.505142,3568277523.871677
0.412366,3568277523.881676
0.298959,3568277523.891674
0.298959,3568277523.901678
0.154637,3568277523.911678
0.000000,3568277523.921679
-0.061861,3568277523.931678
-0.237129,3568277523.941678
-0.360851,3568277523.951679
-0.422712,3568277523.961679
-0.422712,3568277523.971680
-0.484573,3568277523.981679
-0.505173,3568277523.991677
-0.546434,3568277524.001681
-0.587664,3568277524.011681
-0.587664,3568277524.021682
-0.608295,3568277524.031682
-0.608295,3568277524.041683
-0.628895,3568277524.051681
-0.628895,3568277524.061681
-0.628895,3568277524.071682
-0.628895,3568277524.081683
-0.649525,3568277524.091680
-0.649525,3568277524.101684
-0.659841,3568277524.111682
-0.670125,3568277524.121683
-0.670125,3568277524.131683
-0.659841,3568277524.141685
-0.659841,3568277524.151685
-0.659841,3568277524.161687
-0.649525,3568277524.171686
-0.639210,3568277524.181685
-0.639210,3568277524.191683
-0.639210,3568277524.201686
-0.639210,3568277524.211686
-0.639210,3568277524.221687
-0.639210,3568277524.231686
-0.639210,3568277524.241686
-0.628895,3568277524.251687
-0.628895,3568277524.261687
-0.608295,3568277524.271688
-0.567034,3568277524.281690
-0.525803,3568277524.291685
-0.494888,3568277524.301688
-0.484573,3568277524.311690
-0.484573,3568277524.321690
-0.433027,3568277524.331691
-0.371166,3568277524.341691
-0.278359,3568277524.351690
-0.164983,3568277524.361690
-0.010315,3568277524.371691
0.000000,3568277524.381691
0.000000,3568277524.391688
0.061831,3568277524.401692
0.061831,3568277524.411692
0.144322,3568277524.421692
0.144322,3568277524.431691
0.195868,3568277524.441693
0.195868,3568277524.451693
0.175237,3568277524.461695
0.123692,3568277524.471694
0.051546,3568277524.481694
0.000000,3568277524.491691
0.000000,3568277524.501694
0.000000,3568277524.511694
0.000000,3568277524.521696
-0.020631,3568277524.531695
-0.092807,3568277524.541695
-0.092807,3568277524.551696
-0.144353,3568277524.561697
-0.195898,3568277524.571696
-0.247444,3568277524.581698
-0.298990,3568277524.591694
-0.298990,3568277524.601697
-0.350536,3568277524.611698
-0.350536,3568277524.621698
-0.381481,3568277524.631698
-0.381481,3568277524.641699
-0.412397,3568277524.651699
-0.453627,3568277524.661699
-0.474258,3568277524.671699
-0.484573,3568277524.681699
-0.474258,3568277524.691697
-0.463942,3568277524.701701
-0.391766,3568277524.711700
-0.309305,3568277524.721701
-0.206214,3568277524.731701
-0.010315,3568277524.741701
0.000000,3568277524.751701
0.000000,3568277524.761703
0.000000,3568277524.771702
0.154637,3568277524.781703
0.154637,3568277524.791700
0.278329,3568277524.801702
0.340190,3568277524.811704
0.350505,3568277524.821703
0.329905,3568277524.831705
0.237098,3568277524.841703
0.061831,3568277524.851705
0.000000,3568277524.861705
-0.041261,3568277524.871705
-0.257759,3568277524.881706
-0.257759,3568277524.891702
-0.391766,3568277524.901707
-0.463942,3568277524.911706
-0.484573,3568277524.921706
-0.463942,3568277524.931706
-0.463942,3568277524.941708
-0.402081,3568277524.951707
-0.288675,3568277524.961707
-0.103122,3568277524.971708
0.000000,3568277524.981708
0.000000,3568277524.991705
0.164953,3568277525.001709
0.164953,3568277525.011708
0.412366,3568277525.021708
0.587634,3568277525.031709
0.680410,3568277525.041709
0.680410,3568277525.051710
0.639180,3568277525.061711
0.463912,3568277525.071710
0.185553,3568277525.081711
0.000000,3568277525.091707
0.000000,3568277525.101712
-0.072176,3568277525.111711
-0.206214,3568277525.121713
-0.226814,3568277525.131712
-0.206214,3568277525.141712
-0.103122,3568277525.151712
0.000000,3568277525.161713
0.298959,3568277525.171714
0.577319,3568277525.181714
0.577319,3568277525.191710
0.824763,3568277525.201715
0.824763,3568277525.211714
1.000000,3568277525.221715
0.835047,3568277525.231714
0.525773,3568277525.241716
0.195868,3568277525.251714
0.195868,3568277525.261714
0.000000,3568277525.271717
-0.164983,3568277525.281717
-0.164983,3568277525.291714
-0.288675,3568277525.301718
-0.288675,3568277525.311718
-0.288675,3568277525.321717
-0.257759,3568277525.331717
-0.164983,3568277525.341718
-0.164983,3568277525.351718
0.000000,3568277525.361720
0.103092,3568277525.371719
0.298959,3568277525.381719
0.298959,3568277525.391717
0.402051,3568277525.401721
0.402051,3568277525.411720
0.432997,3568277525.421721
0.412366,3568277525.431718
0.412366,3568277525.441721
0.329905,3568277525.451721
0.329905,3568277525.461721
0.113376,3568277525.471723
0.000000,3568277525.481724
-0.082492,3568277525.491719
-0.309305,3568277525.501722
-0.412397,3568277525.511723
-0.433027,3568277525.521723
-0.433027,3568277525.531723
-0.412397,3568277525.541725
-0.412397,3568277525.551723
-0.340220,3568277525.561725
-0.206214,3568277525.571725
-0.010315,3568277525.581724
-0.010315,3568277525.591722
0.000000,3568277525.601727
0.134007,3568277525.611726
0.329905,3568277525.621727
0.422681,3568277525.631726
0.432997,3568277525.641726
0.391736,3568277525.651727
0.391736,3568277525.661727
0.247414,3568277525.671727
0.000000,3568277525.681727
0.000000,3568277525.691725
0.000000,3568277525.701729
-0.237129,3568277525.711729
-0.237129,3568277525.721731
-0.402081,3568277525.731730
-0.402081,3568277525.741729
-0.494888,3568277525.751729
-0.494888,3568277525.761730
-0.494888,3568277525.771730
-0.433027,3568277525.781732
-0.360851,3568277525.791727
-0.237129,3568277525.801731
-0.072176,3568277525.811731
0.000000,3568277525.821732
0.000000,3568277525.831731
0.000000,3568277525.841733
0.000000,3568277525.851733
-0.041261,3568277525.861732
-0.041261,3568277525.871733
-0.195898,3568277525.881733
-0.329936,3568277525.891730
-0.329936,3568277525.901735
-0.433027,3568277525.911733
-0.433027,3568277525.921734
-0.494888,3568277525.931734
-0.484573,3568277525.941735
-0.443342,3568277525.951735
-0.350536,3568277525.961737
-0.237129,3568277525.971735
-0.061861,3568277525.981736
0.000000,3568277525.991734
0.000000,3568277526.001738
0.000000,3568277526.011737
0.000000,3568277526.021739
0.000000,3568277526.031737
-0.072176,3568277526.041738
-0.237129,3568277526.051738
-0.360851,3568277526.061739
-0.360851,3568277526.071739
-0.402081,3568277526.081740
-0.350536,3568277526.091736
-0.350536,3568277526.101739
-0.226814,3568277526.111740
-0.226814,3568277526.121740
0.000000,3568277526.131741
0.000000,3568277526.141742
0.000000,3568277526.151741
0.309275,3568277526.161740
0.556688,3568277526.171741
0.731956,3568277526.181742
0.731956,3568277526.191738
0.783502,3568277526.201744
0.783502,3568277526.211743
0.762902,3568277526.221743
0.762902,3568277526.231743
0.608264,3568277526.241744
0.309275,3568277526.251743
0.000000,3568277526.261744
-0.051576,3568277526.271744
-0.309305,3568277526.281745
-0.453627,3568277526.291742
-0.453627,3568277526.301744
-0.463942,3568277526.311746
-0.463942,3568277526.321746
-0.412397,3568277526.331746
-0.268075,3568277526.341746
0.000000,3568277526.351746
0.092776,3568277526.361747
0.515458,3568277526.371747
0.515458,3568277526.381748
0.907224,3568277526.391744
1.000000,3568277526.401749
1.000000,3568277526.411748
0.835047,3568277526.421748
0.835047,3568277526.431746
0.391736,3568277526.441749
0.000000,3568277526.451749
-0.144353,3568277526.461749
-0.144353,3568277526.471750
-0.371166,3568277526.481752
-0.402081,3568277526.491747
-0.402081,3568277526.501752
-0.391766,3568277526.511751
-0.391766,3568277526.521751
-0.288675,3568277526.531752
-0.082492,3568277526.541753
0.000000,3568277526.551752
0.000000,3568277526.561755
0.185553,3568277526.571753
0.185553,3568277526.581753
0.474227,3568277526.591750
0.639180,3568277526.601754
0.639180,3568277526.611753
0.711356,3568277526.621755
0.711356,3568277526.631754
0.690725,3568277526.641754
0.567003,3568277526.651754
0.288644,3568277526.661756
0.000000,3568277526.671755
-0.051576,3568277526.681757
-0.319620,3568277526.691753
-0.402081,3568277526.701756
-0.402081,3568277526.711757
-0.412397,3568277526.721757
-0.412397,3568277526.731757
-0.371166,3568277526.741759
-0.371166,3568277526.751757
-0.237129,3568277526.761758
0.000000,3568277526.771758
0.000000,3568277526.781758
0.134007,3568277526.791756
0.608264,3568277526.801762
1.000000,3568277526.811759
1.000000,3568277526.821760
1.000000,3568277526.831759
1.000000,3568277526.841761
0.618549,3568277526.851760
0.144322,3568277526.861762
-0.030946,3568277526.871762
-0.371166,3568277526.881761
-0.567034,3568277526.891758
-0.567034,3568277526.901762
-0.628895,3568277526.911762
-0.628895,3568277526.921764
-0.587664,3568277526.931763
-0.587664,3568277526.941762
-0.474258,3568277526.951764
-0.474258,3568277526.961763
-0.319620,3568277526.971765
-0.319620,3568277526.981764
-0.123722,3568277526.991761
-0.123722,3568277527.001765
0.000000,3568277527.011765
0.051546,3568277527.021766
0.051546,3568277527.031765
0.226783,3568277527.041767
0.226783,3568277527.051765
0.278329,3568277527.061766
0.278329,3568277527.071765
0.226783,3568277527.081767
0.020600,3568277527.091764
0.000000,3568277527.101768
-0.237129,3568277527.111767
-0.494888,3568277527.121768
-0.494888,3568277527.131768
-0.494888,3568277527.141768
-1.000000,3568277527.151769
-1.000000,3568277527.161770
-1.000000,3568277527.171770
-1.000000,3568277527.181769
-1.000000,3568277527.191767
-1.000000,3568277527.201770
-0.597980,3568277527.211771
-0.340220,3568277527.221772
0.000000,3568277527.231771
0.000000,3568277527.241772
0.206183,3568277527.251771
0.783502,3568277527.261772
0.783502,3568277527.271772
1.000000,3568277527.281773
1.000000,3568277527.291770
1.000000,3568277527.301773
1.000000,3568277527.311773
1.000000,3568277527.321774
1.000000,3568277527.331774
1.000000,3568277527.341775
1.000000,3568277527.351775
-0.381481,3568277527.361774
-0.381481,3568277527.371775
-0.381481,3568277527.381776
-1.000000,3568277527.391773
-1.000000,3568277527.401778
-1.000000,3568277527.411776
-1.000000,3568277527.421777
-1.000000,3568277527.431776
-1.000000,3568277527.441777
-1.000000,3568277527.451778
-1.000000,3568277527.461780
-1.000000,3568277527.471779
-1.000000,3568277527.481780
-1.000000,3568277527.491776
-1.000000,3568277527.501779
-1.000000,3568277527.511778
-1.000000,3568277527.521781
-1.000000,3568277527.531779
-1.000000,3568277527.541780
-1.000000,3568277527.551781
-1.000000,3568277527.561781
-1.000000,3568277527.571781
-1.000000,3568277527.581783
-1.000000,3568277527.591779
-1.000000,3568277527.601781
-1.000000,3568277527.611783
-1.000000,3568277527.621782
-1.000000,3568277527.631783
-1.000000,3568277527.641783
-1.000000,3568277527.651783
-1.000000,3568277527.661783
-1.000000,3568277527.671784
-1.000000,3568277527.681784
-1.000000,3568277527.691782
-1.000000,3568277527.701786
-1.000000,3568277527.711784
-1.000000,3568277527.721785
-1.000000,3568277527.731785
-1.000000,3568277527.741786
-1.000000,3568277527.751786
-1.000000,3568277527.761787
-1.000000,3568277527.771786
-1.000000,3568277527.781787
-1.000000,3568277527.791784
-1.000000,3568277527.801787
-1.000000,3568277527.811787
-1.000000,3568277527.821789
-1.000000,3568277527.831788
-1.000000,3568277527.841788
-1.000000,3568277527.851789
-1.000000,3568277527.861789
-1.000000,3568277527.871789
-1.000000,3568277527.881791
-1.000000,3568277527.891788
-1.000000,3568277527.901789
-1.000000,3568277527.911790
-1.000000,3568277527.921791
-1.000000,3568277527.931790
-1.000000,3568277527.941792
-1.000000,3568277527.951793
-1.000000,3568277527.961792
-1.000000,3568277527.971793
-1.000000,3568277527.981792
-1.000000,3568277527.991790
-1.000000,3568277528.001794
-1.000000,3568277528.011793
-1.000000,3568277528.021793
-1.000000,3568277528.031794
-1.000000,3568277528.041795
-1.000000,3568277528.051794
-1.000000,3568277528.061795
-1.000000,3568277528.071795
-1.000000,3568277528.081795
-1.000000,3568277528.091793
-1.000000,3568277528.101796
-1.000000,3568277528.111796
-1.000000,3568277528.121798
-1.000000,3568277528.131797
-1.000000,3568277528.141797
-1.000000,3568277528.151797
-1.000000,3568277528.161798
-1.000000,3568277528.171798
-1.000000,3568277528.181800
-1.000000,3568277528.191795
-1.000000,3568277528.201798
-1.000000,3568277528.211799
-1.000000,3568277528.221800
-1.000000,3568277528.231800
-1.000000,3568277528.241801
-1.000000,3568277528.251800
-1.000000,3568277528.261801
-1.000000,3568277528.271801
-1.000000,3568277528.281801
-1.000000,3568277528.291798
-1.000000,3568277528.301802
-1.000000,3568277528.311802
-1.000000,3568277528.321802
-1.000000,3568277528.331802
-1.000000,3568277528.341803
-1.000000,3568277528.351803
-1.000000,3568277528.361804
-1.000000,3568277528.371806
-1.000000,3568277528.381804
-1.000000,3568277528.391801
-1.000000,3568277528.401804
-1.000000,3568277528.411804
-1.000000,3568277528.421806
-1.000000,3568277528.431803
-1.000000,3568277528.441806
-1.000000,3568277528.451806
-1.000000,3568277528.461806
-1.000000,3568277528.471806
-1.000000,3568277528.481808
-1.000000,3568277528.491804
-1.000000,3568277528.501807
-1.000000,3568277528.511807
-1.000000,3568277528.521808
-1.000000,3568277528.531807
-1.000000,3568277528.541810
-1.000000,3568277528.551808
-1.000000,3568277528.561809
-1.000000,3568277528.571809
-1.000000,3568277528.581810
-1.000000,3568277528.591806
-1.000000,3568277528.601810
-1.000000,3568277528.611810
-1.000000,3568277528.621810
-1.000000,3568277528.631810
-1.000000,3568277528.641810
-1.000000,3568277528.651811
-1.000000,3568277528.661813
-1.000000,3568277528.671812
-1.000000,3568277528.681812
-1.000000,3568277528.691810
-1.000000,3568277528.701813
-1.000000,3568277528.711812
-1.000000,3568277528.721815
-1.000000,3568277528.731813
-1.000000,3568277528.741813
-1.000000,3568277528.751814
-1.000000,3568277528.761814
-1.000000,3568277528.771815
-1.000000,3568277528.781816
-1.000000,3568277528.791812
-1.000000,3568277528.801815
-1.000000,3568277528.811815
-1.000000,3568277528.821816
-1.000000,3568277528.831817
-1.000000,3568277528.841817
-1.000000,3568277528.851817
-1.000000,3568277528.861818
-1.000000,3568277528.871818
-1.000000,3568277528.881819
-1.000000,3568277528.891815
-1.000000,3568277528.901819
-1.000000,3568277528.911819
-1.000000,3568277528.921819
-1.000000,3568277528.931818
-1.000000,3568277528.941819
-1.000000,3568277528.951818
-1.000000,3568277528.961821
-1.000000,3568277528.971820
-1.000000,3568277528.981820
-1.000000,3568277528.991820
-1.000000,3568277529.001821
-1.000000,3568277529.011821
-1.000000,3568277529.021823
-1.000000,3568277529.031823
-1.000000,3568277529.041823
-1.000000,3568277529.051823
-1.000000,3568277529.061823
-1.000000,3568277529.071823
-1.000000,3568277529.081825
-1.000000,3568277529.091821
-1.000000,3568277529.101824
-1.000000,3568277529.111825
-1.000000,3568277529.121825
-1.000000,3568277529.131824
-1.000000,3568277529.141826
-1.000000,3568277529.151825
-1.000000,3568277529.161826
-1.000000,3568277529.171826
-1.000000,3568277529.181827
-1.000000,3568277529.191823
-1.000000,3568277529.201828
-1.000000,3568277529.211828
-1.000000,3568277529.221828
-1.000000,3568277529.231828
-1.000000,3568277529.241828
-1.000000,3568277529.251828
-1.000000,3568277529.261829
-1.000000,3568277529.271828
-1.000000,3568277529.281830
-1.000000,3568277529.291827
-1.000000,3568277529.301830
-1.000000,3568277529.311830
-1.000000,3568277529.321832
-1.000000,3568277529.331830
-1.000000,3568277529.341830
-1.000000,3568277529.351831
-1.000000,3568277529.361831
-1.000000,3568277529.371832
-1.000000,3568277529.381833
-1.000000,3568277529.391829
-1.000000,3568277529.401829
-1.000000,3568277529.411832
-1.000000,3568277529.421834
-1.000000,3568277529.431831
-1.000000,3568277529.441834
-1.000000,3568277529.451834
-1.000000,3568277529.461833
-1.000000,3568277529.471835
-1.000000,3568277529.481836
-1.000000,3568277529.491832
-1.000000,3568277529.501837
-1.000000,3568277529.511835
-1.000000,3568277529.521836
-1.000000,3568277529.531836
-1.000000,3568277529.541837
-1.000000,3568277529.551836
-1.000000,3568277529.561839
-1.000000,3568277529.571837
-1.000000,3568277529.581837
-1.000000,3568277529.591834
-1.000000,3568277529.601839
-1.000000,3568277529.611838
-1.000000,3568277529.621840
-1.000000,3568277529.631839
-1.000000,3568277529.641839
-1.000000,3568277529.651839
-1.000000,3568277529.661840
-1.000000,3568277529.671840
-1.000000,3568277529.681841
-1.000000,3568277529.691838
-1.000000,3568277529.701839
-1.000000,3568277529.711841
-1.000000,3568277529.721842
-1.000000,3568277529.731842
-1.000000,3568277529.741843
-1.000000,3568277529.751842
-1.000000,3568277529.761842
-1.000000,3568277529.771843
-1.000000,3568277529.781844
-1.000000,3568277529.791840
-1.000000,3568277529.801845
-1.000000,3568277529.811844
-1.000000,3568277529.821845
-1.000000,3568277529.831845
-1.000000,3568277529.841845
-1.000000,3568277529.851845
-1.000000,3568277529.861846
-1.000000,3568277529.871845
-1.000000,3568277529.881846
-1.000000,3568277529.891842
-1.000000,3568277529.901847
-1.000000,3568277529.911847
-1.000000,3568277529.921848
-1.000000,3568277529.931847
-1.000000,3568277529.941849
-1.000000,3568277529.951848
-1.000000,3568277529.961848
-1.000000,3568277529.971848
-1.000000,3568277529.981850
-1.000000,3568277529.991846
-1.000000,3568277530.001849
-1.000000,3568277530.011851
-1.000000,3568277530.021850
-1.000000,3568277530.031850
-1.000000,3568277530.041852
-1.000000,3568277530.051850
-1.000000,3568277530.061851
-1.000000,3568277530.071852
-1.000000,3568277530.081852
-1.000000,3568277530.091849
-1.000000,3568277530.101853
-1.000000,3568277530.111853
-1.000000,3568277530.121852
-1.000000,3568277530.131853
-1.000000,3568277530.141853
-1.000000,3568277530.151853
-1.000000,3568277530.161855
-1.000000,3568277530.171854
-1.000000,3568277530.181854
-1.000000,3568277530.191851
-1.000000,3568277530.201856
-1.000000,3568277530.211854
-1.000000,3568277530.221856
-1.000000,3568277530.231856
-1.000000,3568277530.241856
-1.000000,3568277530.251856
-1.000000,3568277530.261857
-1.000000,3568277530.271856
-1.000000,3568277530.281857
-1.000000,3568277530.291854
-1.000000,3568277530.301858
-1.000000,3568277530.311861
-1.000000,3568277530.321859
-1.000000,3568277530.331858
-1.000000,3568277530.341860
-1.000000,3568277530.351859
-1.000000,3568277530.361860
-1.000000,3568277530.371860
-1.000000,3568277530.381860
-1.000000,3568277530.391856
-1.000000,3568277530.401862
-1.000000,3568277530.411860
-1.000000,3568277530.421861
-1.000000,3568277530.431861
-1.000000,3568277530.441862
-1.000000,3568277530.451862
-1.000000,3568277530.461863
-1.000000,3568277530.471862
-1.000000,3568277530.481864
-1.000000,3568277530.491861
-1.000000,3568277530.501863
-1.000000,3568277530.511864
-1.000000,3568277530.521866
-1.000000,3568277530.531864
-1.000000,3568277530.541865
-1.000000,3568277530.551865
-1.000000,3568277530.561865
-1.000000,3568277530.571865
-1.000000,3568277530.581866
-1.000000,3568277530.591862
-1.000000,3568277530.601866
-1.000000,3568277530.611866
-1.000000,3568277530.621867
-1.000000,3568277530.631868
-1.000000,3568277530.641868
-1.000000,3568277530.651867
-1.000000,3568277530.661868
-1.000000,3568277530.671868
-1.000000,3568277530.681869
-1.000000,3568277530.691866
-1.000000,3568277530.701870
-1.000000,3568277530.711869
-1.000000,3568277530.721870
-1.000000,3568277530.731869
-1.000000,3568277530.741870
-1.000000,3568277530.751870
-1.000000,3568277530.761872
-1.000000,3568277530.771872
-1.000000,3568277530.781871
-1.000000,3568277530.791870
-1.000000,3568277530.801873
-1.000000,3568277530.811872
-1.000000,3568277530.821874
-1.000000,3568277530.831872
-1.000000,3568277530.841872
-1.000000,3568277530.851873
-1.000000,3568277530.861874
-1.000000,3568277530.871873
-1.000000,3568277530.881875
-1.000000,3568277530.891871
-1.000000,3568277530.901874
-1.000000,3568277530.911875
-1.000000,3568277530.921875
-1.000000,3568277530.931875
-1.000000,3568277530.941877
-1.000000,3568277530.951877
-1.000000,3568277530.961876
